date,value
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,3692.857
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,9849.856
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72958E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
1.72957E+12,0
